Gene_stable_ID	Gene_name	Gene_description	Gene_type	Chromosome.scaffold_name	Gene_start_.bp.	Gene_end_.bp.	Strand	Transcript_stable_ID	Transcript_start_.bp.	Transcript_end_.bp.	NCBI_gene_ID	RefSeq_ID	GO_term_name
WBGene00017643	czw-1	Caenorhabditis_Zeste_White_10_(Drosophila)_homolog	protein_coding	IV	7943614	7946819	-	F20D12.4.1;F20D12.4.2;F20D12.4.3	7943614	7946592;7946803;7946819	177587	NM_068926	ER_to_Golgi_vesicle-mediated_transport;cytoplasm;nucleus;mitotic_spindle_assembly_checkpoint;mitotic_nuclear_division;RZZ_complex;protein_binding;cell_division;chromosome;cell_cycle;cytoskeleton;chromosome,_centromeric_region;kinetochore;condensed_chromosome_kinetochore;chromosome_segregation;spindle;mitotic_cell_cycle
WBGene00017644	exc-9	?	protein_coding	IV	7939812	7940850	-	F20D12.5	7939812	7940850	177586	?	zinc_ion_binding;cytoplasm;body_morphogenesis;nematode_male_tail_tip_morphogenesis;epithelial_cell_development;regulation_of_tube_size;morphogenesis_of_a_polarized_epithelium;metal_ion_binding;protein_binding
WBGene00017646	F20H11.1	Differentially_expressed_in_FDCP_8_homolog	protein_coding	III	6589373	6592175	-	F20H11.1	6589373	6592175	175933	NM_066053	metal_ion_binding;intracellular_signal_transduction;intracellular
WBGene00017647	F20H11.4	Protein-tyrosine-phosphatase	protein_coding	III	6608404	6610392	+	F20H11.4	6608404	6610392	175937	NM_066057	protein_tyrosine_phosphatase_activity;hydrolase_activity;phosphatase_activity;protein_dephosphorylation;dephosphorylation;peptidyl-tyrosine_dephosphorylation;phosphoprotein_phosphatase_activity
WBGene00017648	ddo-3	D-aspartate_oxidase_3	protein_coding	III	6587864	6589398	+	F20H11.5	6587864	6589398	184746	NM_066052	extracellular_space;D-aspartate_oxidase_activity;D-amino_acid_metabolic_process;FAD_binding;oxidation-reduction_process;oxidoreductase_activity;extracellular_region;D-amino-acid_oxidase_activity;molecular_function;biological_process;cellular_component
WBGene00017651	F21A9.2	?	protein_coding	I	3706036	3709220	-	F21A9.2	3706036	3709220	184756	NM_058803	metal_ion_binding;nucleic_acid_binding
WBGene00017653	F21C10.3	?	protein_coding	V	9128865	9130943	+	F21C10.3a;F21C10.3b	9128865	9130943;9130671	179294	NM_171498;NM_171499	integral_component_of_membrane;Golgi_membrane;protein_glycosylation;galactosyltransferase_activity;membrane;transferase_activity
WBGene00017654	F21C10.4	?	protein_coding	V	9126660	9127708	+	F21C10.4	9126660	9127708	184764	NM_072965	integral_component_of_membrane;membrane
WBGene00017657	F21C10.7	?	protein_coding	V	9112790	9122180	+	F21C10.7	9112790	9122180	179292	NM_072961	?
WBGene00017658	F21C10.9	?	protein_coding	V	9097121	9098696	-	F21C10.9.1;F21C10.9.2	9097201;9097121	9098696	184767	NM_072959	N-acetyltransferase_activity
WBGene00017659	F21C10.10	?	protein_coding	V	9096007	9097224	+	F21C10.10.1;F21C10.10.2	9096267;9096007	9097224	179290	NM_072958	mitochondrion
WBGene00017660	F21C10.11	?	protein_coding	V	9123488	9123840	+	F21C10.11a;F21C10.11b	9123488;9123684	9123840;9123809	179293	NM_001047638;NM_001047639	?
WBGene00017663	F21D12.3	?	protein_coding	II	7319910	7322912	-	F21D12.3	7319910	7322912	174201	NM_063131	integral_component_of_membrane;amino_acid_transmembrane_transporter_activity;amino_acid_transmembrane_transport;membrane
WBGene00017664	npax-1	N-terminal_PAX_(PAI_domain_only)_protein	protein_coding	II	7328736	7331324	-	F21D12.5	7328736	7331324	184779	NM_063132	transcription,_DNA-templated;nucleus;DNA_binding;multicellular_organism_development;regulation_of_transcription,_DNA-templated
WBGene00017667	ttr-37	TransThyretin-Related_family_domain	protein_coding	X	1335363	1336915	-	F21E9.3	1335363	1336915	184782	NM_075844	extracellular_space
WBGene00017668	ins-39	INSulin_related	protein_coding	X	1343837	1344410	-	F21E9.4	1343837	1344410	180476	NM_075846	?
WBGene00017671	pgal-1	Probable_peptidyl-alpha-hydroxyglycine_alpha-amidating_lyase_F21F3.1	protein_coding	I	4906823	4911831	+	F21F3.1.1;F21F3.1.2	4906823	4911831;4911788	172108	NM_059074	metal_ion_binding;extracellular_region;membrane;peptide_metabolic_process;peptidylamidoglycolate_lyase_activity;catalytic_activity;lyase_activity
WBGene00017674	F21F3.4	?	protein_coding	I	4895987	4897541	+	F21F3.4	4895987	4897541	184785	NM_059070	?
WBGene00017675	F21F3.6	?	protein_coding	I	4911803	4914047	-	F21F3.6	4911803	4914047	172109	?	integral_component_of_membrane;membrane
WBGene00017676	F21F3.7	?	protein_coding	I	4918392	4920866	+	F21F3.7	4918392	4920866	3565133	?	integral_component_of_membrane;membrane
WBGene00017678	asp-12	ASpartyl_Protease	protein_coding	V	8269254	8272058	+	F21F8.4.1;F21F8.4.2	8270643;8269254	8272058	179210	NM_072733	innate_immune_response;proteolysis;aspartic-type_endopeptidase_activity;protein_catabolic_process;hydrolase_activity;peptidase_activity
WBGene00017681	slc-17.5	SLC_(SoLute_Carrier)_homolog	protein_coding	V	8282375	8284885	-	F21F8.11	8282375	8284885	184790	NM_072738	integral_component_of_membrane;transmembrane_transport;transmembrane_transporter_activity;anion_transport;membrane
WBGene00017683	rbbp-5	Retinoblastoma-binding_protein_homolog_5	protein_coding	II	6097830	6099663	+	F21H12.1	6097830	6099663	174019	NM_062821	transcription,_DNA-templated;nucleus;regulation_of_transcription,_DNA-templated;germ_cell_development;oviposition;transdifferentiation;histone_H3-K4_dimethylation;histone_H3-K4_trimethylation;covalent_chromatin_modification;MLL3/4_complex;transcription_elongation_factor_complex;histone_acetyltransferase_complex;Elongator_holoenzyme_complex
WBGene00017686	tpp-2	Tripeptidyl-peptidase_2	protein_coding	II	6092758	6097597	-	F21H12.6	6092758	6097597	174018	NM_062820	serine-type_endopeptidase_activity;proteolysis;positive_regulation_of_lipid_storage;aminopeptidase_activity;hydrolase_activity;peptidase_activity;serine-type_peptidase_activity;tripeptidyl-peptidase_activity
WBGene00017687	ets-4	ETS_class_transcription_factor	protein_coding	X	6519107	6522852	+	F22A3.1a;F22A3.1b	6519795;6519107	6522852	180927	?	transcription_factor_activity,_sequence-specific_DNA_binding;sequence-specific_DNA_binding;nucleus;RNA_polymerase_II_transcription_factor_activity,_sequence-specific_DNA_binding;cell_differentiation;regulation_of_transcription_from_RNA_polymerase_II_promoter;regulation_of_transcription,_DNA-templated;DNA_binding;transcription,_DNA-templated
WBGene00017688	ttr-35	TransThyretin-Related_family_domain	protein_coding	X	6512285	6512918	+	F22A3.2	6512285	6512918	180925	NM_076697	extracellular_space
WBGene00017691	ilys-5	Invertebrate_LYSozyme	protein_coding	X	6533484	6536840	-	F22A3.6a;F22A3.6b;F22A3.6c.1;F22A3.6c.2	6533484;6533549;6533493	6536840;6536777;6536112;6536800	180928	NM_001029423;NR_132543;NM_001313410	lysozyme_activity
WBGene00017695	fip-1	Fungus-induced_protein_1	protein_coding	III	8639791	8640093	+	F22B7.4	8639791	8640093	184814	NM_066503	?
WBGene00017696	polk-1	DNA_polymerase_kappa	protein_coding	III	8626293	8628569	-	F22B7.6a;F22B7.6b	8626293	8628569;8628516	176209	NM_001129220;NM_001129221	metal_ion_binding;nucleus;embryo_development_ending_in_birth_or_egg_hatching;reproduction;DNA_replication;damaged_DNA_binding;DNA-directed_DNA_polymerase_activity;translesion_synthesis;error-prone_translesion_synthesis;transferase_activity;nucleotidyltransferase_activity;DNA_repair;cellular_response_to_DNA_damage_stimulus;DNA_biosynthetic_process
WBGene00017698	F22B7.9	?	protein_coding	III	8652578	8653907	-	F22B7.9	8652578	8653907	176213	NM_066507	?
WBGene00017699	flcn-1	FoLliCuliN	protein_coding	II	6928770	6947571	+	F22D3.2a;F22D3.2c;F22D3.2d;F22D3.2e;F22D3.2f;F22D3.2g;F22D3.2h;F22D3.2i	6928770;6944305;6940753	6947571;6936240	174134	NM_001026935;NM_001276732;NM_001306549;NM_001306550;NM_001306551	guanyl-nucleotide_exchange_factor_activity;positive_regulation_of_GTPase_activity
WBGene00017702	F22D3.6	Paracaspase;_Uncharacterized_protein;Paracaspase;_Uncharacterized_protein	protein_coding	II	6947874	6951300	-	F22D3.6	6947874	6951300	174135	NM_063023	cysteine-type_endopeptidase_activity;proteolysis
WBGene00017703	F22E5.1	?	protein_coding	II	2675788	2677588	+	F22E5.1	2675788	2677588	184831	NM_061928	integral_component_of_membrane;membrane
WBGene00017705	F22E5.6	?	protein_coding	II	2649870	2650899	+	F22E5.6	2649870	2650899	184835	NM_061919	protein_homooligomerization
WBGene00017708	F22E5.9	?	protein_coding	II	2638322	2639353	+	F22E5.9	2638322	2639353	184837	?	integral_component_of_membrane;membrane
WBGene00017711	F22E5.13	?	protein_coding	II	2647694	2649639	-	F22E5.13.1;F22E5.13.2	2647694	2648991;2649639	184841	?	?
WBGene00017712	F22E5.17	?	protein_coding	II	2678059	2679162	+	F22E5.17	2678059	2679162	173611	NM_061929	?
WBGene00017713	F22E5.20	?	protein_coding	II	2672621	2673588	-	F22E5.20	2672621	2673588	3565664	NM_001026939	?
WBGene00017714	F22F1.2	?	protein_coding	X	8149560	8150716	-	F22F1.2	8149560	8150716	184850	NM_076973	ATP_binding;cytoplasm;nucleus;protein_serine/threonine_kinase_activity;peptidyl-serine_phosphorylation;regulation_of_cell_shape;protein_kinase_activity;protein_phosphorylation;nucleotide_binding
WBGene00017717	F22F4.4	?	protein_coding	X	5998250	6001534	-	F22F4.4a.1;F22F4.4a.2;F22F4.4b	5999637;5998250	6001532;6000460;6001534	180867	?	?
WBGene00017718	F22F4.5	?	protein_coding	X	5991902	5992835	-	F22F4.5	5991902	5992835	3565477	NM_001029428	?
WBGene00017719	ldp-1	Lipid_DroPlet_localized_protein	protein_coding	V	2127535	2130064	+	F22F7.1a;F22F7.1b.1;F22F7.1b.2	2127535;2127757;2127899	2130064	178692	NM_071176;NM_182394	integral_component_of_membrane;oxidoreductase_activity;membrane;oxidation-reduction_process
WBGene00017720	F22F7.2	?	protein_coding	V	2122827	2127360	+	F22F7.2.1;F22F7.2.2	2122827	2127299;2127360	184861	NM_071175	oxidoreductase_activity;oxidation-reduction_process
WBGene00017724	F22F7.7	?	protein_coding	V	2131512	2140042	-	F22F7.7a.1;F22F7.7a.2;F22F7.7b;F22F7.7c	2131512	2139832;2140042;2134343;2132946	178693	?	cytoplasm;striated_muscle_dense_body;transferase_activity;transferase_activity,_transferring_acyl_groups;gamma-glutamylcyclotransferase_activity;glutathione_catabolic_process
WBGene00017726	F22H10.2	?	protein_coding	X	16678488	16679823	+	F22H10.2	16678488	16679823	184872	NM_078293	innate_immune_response
WBGene00017727	F22H10.3	?	protein_coding	X	16677336	16677738	-	F22H10.3.1;F22H10.3.2	16677340;16677336	16677738;16677725	184873	?	?
WBGene00017730	F22H10.6	?	protein_coding	X	16689366	16690860	-	F22H10.6	16689366	16690860	184876	?	?
WBGene00017732	F23C8.3	?	protein_coding	I	2438801	2442948	+	F23C8.3a;F23C8.3b	2438801;2438815	2442948;2442946	184891	?;NM_001262230	?
WBGene00017733	ubxn-1	UBX-containing_protein_in_Nematodes	protein_coding	I	2434004	2435709	+	F23C8.4	2434004	2435709	171804	NM_058577	perinuclear_region_of_cytoplasm;metal_ion_binding;nucleic_acid_binding;protein_binding
WBGene00017734	F23C8.5	?	protein_coding	I	2418450	2420404	-	F23C8.5a.1;F23C8.5a.2;F23C8.5b	2418450;2418461	2420353;2420404;2418849	171800	NM_058572	electron_carrier_activity;cytosol;oxidation-reduction_process
WBGene00017735	did-2	Doa4-Independent_Degradation,_homologous_to_yeast_Did2	protein_coding	I	2420831	2421742	-	F23C8.6	2420831	2421742	171801	NM_058573	cytoplasm;vacuolar_transport;endosome_membrane
WBGene00017737	F23C8.8	?	protein_coding	I	2429683	2432603	-	F23C8.8	2429683	2432603	171802	NM_058575	ATP_binding;cytoplasm;nucleus;intracellular_signal_transduction;protein_serine/threonine_kinase_activity;protein_phosphorylation;protein_kinase_activity
WBGene00017738	F23C8.9	Protein_TIPIN_homolog	protein_coding	I	2432590	2433613	-	F23C8.9	2432590	2433613	171803	NM_058576	cytoplasm;nucleus;cell_division;mitotic_nuclear_division;positive_regulation_of_cell_proliferation;nuclear_chromatin;replication_fork_protection_complex;intra-S_DNA_damage_checkpoint;DNA_replication_checkpoint;cell_cycle_phase_transition;replication_fork_protection;cellular_response_to_DNA_damage_stimulus;DNA_binding;cell_cycle;molecular_function;regulation_of_nuclear_cell_cycle_DNA_replication;replication_fork_arrest
WBGene00017741	F23C8.13	?	protein_coding	I	2415133	2418521	+	F23C8.13a;F23C8.13b;F23C8.13c	2415133;2415878;2417281	2418521;2418457	171799	NM_170826;NM_001306385;NM_001306386	basolateral_plasma_membrane;chemical_synaptic_transmission;postsynaptic_membrane;establishment_or_maintenance_of_epithelial_cell_apical/basal_polarity;nervous_system_development;postsynaptic_density;ionotropic_glutamate_receptor_binding;receptor_clustering;guanylate_kinase_activity;receptor_localization_to_synapse;GMP_metabolic_process;GDP_metabolic_process;ionotropic_glutamate_receptor_complex
WBGene00017742	nfyc-1	Nuclear_transcription_Factor_Y,_C_(gamma)_subunit	protein_coding	II	43880	44981	+	F23F1.1a;F23F1.1b	43880;44034	44981	173385	NM_061244;NM_001313608	transcription_factor_activity,_sequence-specific_DNA_binding;CCAAT-binding_factor_complex;nucleus;regulation_of_transcription,_DNA-templated;DNA_binding;transcription,_DNA-templated;protein_heterodimerization_activity
WBGene00017743	F23F1.2	?	protein_coding	II	34230	35257	+	F23F1.2	34230	35257	184900	NM_061240	calcium_ion_binding
WBGene00017744	fbxc-54	F-box_C_protein	protein_coding	II	31768	33610	+	F23F1.3	31768	33610	184901	NM_061239	?
WBGene00017745	F23F1.4	?	protein_coding	II	25407	28418	-	F23F1.4	25407	28418	184902	NM_061237	enzyme_activator_activity;ganglioside_catabolic_process;positive_regulation_of_catalytic_activity
WBGene00017746	F23F1.5	Snurportin-1	protein_coding	II	29926	31584	-	F23F1.5	29926	31584	173383	NM_061238	ATP_binding;cytoplasm;nucleus;RNA_binding;DNA_repair;DNA_recombination;protein_transporter_activity;protein_import_into_nucleus;DNA_ligase_(ATP)_activity;snRNA_import_into_nucleus;transport;DNA_ligation
WBGene00017747	F23F1.6	?	protein_coding	II	35236	37313	-	F23F1.6	35236	37313	184903	NM_061241	integral_component_of_plasma_membrane;antiporter_activity;L-amino_acid_transmembrane_transporter_activity;membrane;integral_component_of_membrane;amino_acid_transmembrane_transporter_activity;amino_acid_transmembrane_transport;amino_acid_transport
WBGene00017748	F23F1.7	?	protein_coding	II	38562	39487	-	F23F1.7	38562	39487	184904	NM_061242	?
WBGene00017749	rpoa-49	RNA_POlymerase_I_(A)_subunit	protein_coding	II	45040	47480	+	F23F1.9	45040	47480	24104475	NM_001306572	DNA_binding;DNA-directed_5'-3'_RNA_polymerase_activity;DNA-directed_RNA_polymerase_I_complex;transcription_from_RNA_polymerase_I_promoter;nucleus;transcription,_DNA-templated;RNA_polymerase_I_activity
WBGene00017750	F23F1.10	?	protein_coding	II	41470	41984	-	F23F1.10	41470	41984	3565165	NM_001026941	?
WBGene00017755	zip-8	bZIP_transcription_factor_8	protein_coding	III	6478959	6481236	+	F23F12.9a;F23F12.9b	6478959;6478961	6481236;6480499	175924	?	transcription_factor_activity,_sequence-specific_DNA_binding;sequence-specific_DNA_binding;transcription,_DNA-templated;regulation_of_transcription,_DNA-templated;molecular_function;biological_process;cellular_component
WBGene00017756	F23F12.12	?	protein_coding	III	6508132	6509502	+	F23F12.12	6508132	6509502	175927	?	?
WBGene00017757	bra-2	BMP_Receptor_Associated_protein_family	protein_coding	III	911261	912239	+	F23H11.1	911261	912239	175255	NM_064891	metal_ion_binding;nucleus;negative_regulation_of_transcription_from_RNA_polymerase_II_promoter;RNA_polymerase_II_regulatory_region_sequence-specific_DNA_binding;chromatin_binding;transcription_cofactor_activity;histone_binding;regulation_of_transcription,_DNA-templated
WBGene00017758	F23H11.2	TATA_box-binding_protein-associated_factor_RNA_polymerase_I_subunit_B	protein_coding	III	895786	900155	+	F23H11.2	895786	900155	175251	NM_064886	metal_ion_binding;nucleolus;RNA_polymerase_I_CORE_element_sequence-specific_DNA_binding;RNA_polymerase_I_transcriptional_preinitiation_complex_assembly_at_the_promoter_for_the_nuclear_large_rRNA_transcript;transcription_factor_activity,_RNA_polymerase_I_CORE_element_binding_transcription_factor_recruiting;nucleus;DNA_binding;transcription,_DNA-templated;regulation_of_transcription,_DNA-templated;RNA_polymerase_I_transcriptional_preinitiation_complex_assembly;transcription_from_RNA_polymerase_I_promoter;RNA_polymerase_I_core_factor_complex
WBGene00017759	sucl-2	SUCcinyl-CoA_Ligase,_alpha_subunit	protein_coding	III	900016	901444	-	F23H11.3.1;F23H11.3.2	900016	901412;901444	175252	NM_064887	tricarboxylic_acid_cycle;mitochondrial_matrix;succinate-CoA_ligase_(ADP-forming)_activity;nucleoside_triphosphate_biosynthetic_process;succinate-CoA_ligase_(GDP-forming)_activity;cofactor_binding;succinyl-CoA_metabolic_process;succinate_metabolic_process;nucleotide_binding;ligase_activity;catalytic_activity;metabolic_process;mitochondrion
WBGene00017760	F23H11.4	?	protein_coding	III	902212	907539	-	F23H11.4a;F23H11.4b	902212;904256	907539	175253	NM_064888;NM_181959	signal_transduction;positive_regulation_of_GTPase_activity;protein_binding;GTPase_activator_activity
WBGene00017763	crls-1	Probable_cardiolipin_synthase_(CMP-forming)	protein_coding	III	908326	909902	-	F23H11.9a;F23H11.9b.1;F23H11.9b.2	908326	909902;909844	184910	NM_001027375;NM_001027376	integral_component_of_membrane;mitochondrion;regulation_of_cell_proliferation;mitochondrial_inner_membrane;cardiolipin_biosynthetic_process;cardiolipin_synthase_activity;regulation_of_mitochondrial_membrane_potential;membrane;transferase_activity;lipid_metabolic_process;phosphotransferase_activity,_for_other_substituted_phosphate_groups;phospholipid_biosynthetic_process
WBGene00017765	gcst-1	Aminomethyltransferase	protein_coding	V	5712899	5714772	+	F25B4.1.1;F25B4.1.2	5712928;5712899	5714772	178960	NM_072101	transaminase_activity;glycine_catabolic_process;aminomethyltransferase_activity;transferase_activity;methyltransferase_activity;methylation;mitochondrion
WBGene00017766	peli-1	PELI1_and_PELI2_related	protein_coding	V	5709418	5712327	+	F25B4.2	5709418	5712327	178959	NM_072100	Toll_signaling_pathway;ubiquitin_protein_ligase_activity;protein_polyubiquitination;immune_response
WBGene00017767	F25B4.4	?	protein_coding	V	5684875	5685731	+	F25B4.4	5684875	5685731	178957	NM_072096	?
WBGene00017768	F25B4.5	?	protein_coding	V	5678598	5682630	-	F25B4.5	5678598	5682630	178955	NM_072094	U1_snRNP;U2-type_prespliceosome;mRNA_5'-splice_site_recognition;commitment_complex;RNA_processing;pre-mRNA_5'-splice_site_binding
WBGene00017769	hmgs-1	Hydroxymethylglutaryl-CoA_synthase	protein_coding	V	5682720	5684589	-	F25B4.6	5682720	5684589	178956	NM_072095	sterol_biosynthetic_process;isoprenoid_biosynthetic_process;hydroxymethylglutaryl-CoA_synthase_activity;transferase_activity;catalytic_activity;metabolic_process;lipid_metabolic_process;steroid_metabolic_process;steroid_biosynthetic_process
WBGene00017770	F25B4.7	?	protein_coding	V	5685726	5687381	-	F25B4.7	5685726	5687381	184917	NM_072097	integral_component_of_membrane;transmembrane_transport;translation;structural_constituent_of_ribosome;mitochondrial_inner_membrane;transporter_activity;membrane;transport;transmembrane_transporter_activity;mitochondrial_transport
WBGene00017771	F25B4.8	?	protein_coding	V	5690106	5691715	-	F25B4.8a;F25B4.8b	5690106;5690130	5691570;5691715	184918	NM_171459	carbon-sulfur_lyase_activity;metabolic_process
WBGene00017772	clec-1	C-type_LECtin	protein_coding	V	5700010	5701082	+	F25B4.9	5700010	5701082	178958	?	carbohydrate_binding
